Name,Latitude,Longitude,Address,Categories,Rating,Google Maps URL
PHÒNG KHÁM MẮT BÁC SĨ THOẠI,10.7399044,106.7127472,"PHÒNG KHÁM MẮT BÁC SĨ THOẠI, 2/4 Đường số 79, Tân Hưng, Hồ Chí Minh 700000, Việt Nam",Phòng khám mắt,4.3,https://www.google.com/maps/place/?q=place_id:ChIJeeESorEvdTERic2yhMXQ4XQ
Phòng Khám Y Học Cổ Truyền Phúc An,10.7371302,106.7115647,"Phòng Khám Y Học Cổ Truyền Phúc An, 88 Võ Thị Đặng, Khu dân cư An Phú Hưng, Quận 7, Hồ Chí Minh, Việt Nam","Phòng khám, Phòng châm cứu, Bác sĩ y học tự nhiên",5,https://www.google.com/maps/place/?q=place_id:ChIJncbyYzIvdTER1tsgyNgLnFw
Phòng Khám Thẩm Mỹ Đại Việt,10.740076,106.6970616,"Phòng Khám Thẩm Mỹ Đại Việt, 36-40 Đ. Số 5, khu dân cư Hum Lam, Tân Hưng, Hồ Chí Minh, Việt Nam",Dịch vụ thẩm mỹ,5,https://www.google.com/maps/place/?q=place_id:ChIJxbQ0YFovdTERJNK6H8ZNpk4
Phòng Khám Tai Mũi Họng 120/1 Trần Quốc Thảo,10.7435662,106.7118187,"Phòng Khám Tai Mũi Họng 120/1 Trần Quốc Thảo, 33G Đường số 41, Tân Hưng, Hồ Chí Minh, Việt Nam","Phòng khám, Bệnh viện",4.5,https://www.google.com/maps/place/?q=place_id:ChIJCxIfmy4vdTERE_0Zau3UUb0
Phòng Khám Sản Phụ Khoa Quận 7,10.7494491,106.71597399999999,"Phòng Khám Sản Phụ Khoa Quận 7, 37 Đ. Lâm Văn Bền, Tân Thuận, Hồ Chí Minh, Việt Nam",Bệnh viện,4.2,https://www.google.com/maps/place/?q=place_id:ChIJxQciankvdTERSnfhGBWEqcM
Phòng khám Sản phụ khoa HAPPY MOMMY Quận 7,10.7438512,106.7331042,"Phòng khám Sản phụ khoa HAPPY MOMMY Quận 7, Số 2 Đường số 5, Khu dân Cư Nam Long, Tân Thuận, Hồ Chí Minh 756237, Việt Nam",Phòng khám,4,https://www.google.com/maps/place/?q=place_id:ChIJLWcn3r0ldTERnX0M6-_fezw
Phòng Khám Răng Hàm Mặt Trọng Phúc,10.7454568,106.7293297,"Phòng Khám Răng Hàm Mặt Trọng Phúc, 483 Huỳnh Tấn Phát, Tân Thuận, Hồ Chí Minh, Việt Nam",Phòng khám nha khoa,4.7,https://www.google.com/maps/place/?q=place_id:ChIJmcq5ioEldTERlRgIPEEPIog
Phòng Khám Tư Nhân Bs Phan Kim Chi,10.7551962,106.7242354,"Phòng Khám Tư Nhân Bs Phan Kim Chi, 114 Huỳnh Tấn Phát, Tân Thuận, Hồ Chí Minh, Việt Nam",Bác sĩ,4.5,https://www.google.com/maps/place/?q=place_id:ChIJXXQTCIgldTERORZw-y0li6s
Phòng Khám Sản Phụ Khoa Sài Gòn,10.7317644,106.7314782,"Phòng Khám Sản Phụ Khoa Sài Gòn, 724 Huỳnh Tấn Phát, Tân Mỹ, Hồ Chí Minh, Việt Nam","Phòng khám, Bệnh viện",4.3,https://www.google.com/maps/place/?q=place_id:ChIJeWTMwU4ldTERW7WFv_xNSzs
Hệ Thống Y Tế Nhi Đồng 315 Và Tiêm Chủng - Nguyễn Thị Thập - TP.HCM,10.738171,106.7210593,"Hệ Thống Y Tế Nhi Đồng 315 Và Tiêm Chủng - Nguyễn Thị Thập - TP.HCM, 106 Nguyễn Thị Thập, Tân Thuận, Hồ Chí Minh 70000, Việt Nam",Phòng khám nhi khoa,4.6,https://www.google.com/maps/place/?q=place_id:ChIJX3jdblYvdTERl-CRE3P5cAI
DR.YH Clinic & Spa Quận 7,10.7422627,106.69690539999999,"DR.YH Clinic & Spa Quận 7, KDC, 40 Số 10, Khu đô thị Him Lam, Tân Hưng, Hồ Chí Minh 700000, Việt Nam",Thẩm mỹ viện,4.9,https://www.google.com/maps/place/?q=place_id:ChIJSRGhVwAvdTERXHudPzBGOqo
YB Spa & Clinic - Quận 7,10.7429153,106.7237926,"YB Spa & Clinic - Quận 7, 116 Đ. Lý Phục Man, Tân Thuận, Hồ Chí Minh, Việt Nam",Thẩm mỹ viện,4.7,https://www.google.com/maps/place/?q=place_id:ChIJLV9pAPIldTERl-7tVokdF5g
HALLO VET - THÚ Y QUẬN 7 (CẤP CỨU 24/7),10.748180999999999,106.7287365,"HALLO VET - THÚ Y QUẬN 7 (CẤP CỨU 24/7), 354 Huỳnh Tấn Phát, Tân Thuận, Hồ Chí Minh 700000, Việt Nam",Bệnh viện thú y,4.9,https://www.google.com/maps/place/?q=place_id:ChIJDed2QVsndTERh2DBVaE4_Gg
Genki House Trung tâm sinh hoạt và Chăm sóc người cao tuổi,10.7329899,106.7348669,"Genki House Trung tâm sinh hoạt và Chăm sóc người cao tuổi, Đường Cao Thị Chính/B7 Khu Dân Cư Tân Thuận Nam, Phú Thuận, Hồ Chí Minh, Việt Nam",Phòng khám,5,https://www.google.com/maps/place/?q=place_id:ChIJ2XQjnDMldTERHYCa8KPQZsY
Hệ Thống Y Tế Tim Mạch - Tiểu Đường 315 - Huỳnh Tấn Phát - TP.HCM,10.7404133,106.7301071,"Hệ Thống Y Tế Tim Mạch - Tiểu Đường 315 - Huỳnh Tấn Phát - TP.HCM, 605 Huỳnh Tấn Phát, Tân Thuận, Hồ Chí Minh 70000, Việt Nam",Phòng khám,4.7,https://www.google.com/maps/place/?q=place_id:ChIJ-Z9HIxcldTERh_EcYTMqKxk
Wincare - Phòng Khám Sản Phụ Khoa & Hiếm Muộn Quận 7,10.735589,106.7309045,"Wincare - Phòng Khám Sản Phụ Khoa & Hiếm Muộn Quận 7, 729 Huỳnh Tấn Phát, Phú Thuận, Hồ Chí Minh 70000, Việt Nam","Trung tâm chăm sóc thai sản, Bác sĩ khoa sản-Bác sĩ phụ khoa, Phòng khám phụ khoa, Phòng khám sức khỏe sinh sản",4.9,https://www.google.com/maps/place/?q=place_id:ChIJBUla79EldTERmTMpSABJfZE
Phòng khám Sản Phụ khoa - Siêu âm Thanh Loan (Obstetric and Gynecology),10.738656599999999,106.710723,"Phòng khám Sản Phụ khoa - Siêu âm Thanh Loan (Obstetric and Gynecology), 453 Nguyễn Thị Thập, Tân Hưng, Hồ Chí Minh, Việt Nam",Bác sĩ khoa sản-Bác sĩ phụ khoa,5,https://www.google.com/maps/place/?q=place_id:ChIJp3Ayi4EvdTERoKsb_x2qFbM
Bệnh viện Tim Tâm Đức,10.733642099999999,106.71798009999999,"Bệnh viện Tim Tâm Đức, 4 Nguyễn Lương Bằng, Khu đô thị Phú Mỹ Hưng, Tân Mỹ, Hồ Chí Minh, Việt Nam","Bệnh viện, Bác sĩ chuyên khoa tim, Bệnh viện tim",3.9,https://www.google.com/maps/place/?q=place_id:ChIJZ73MqIgvdTERA1KWbPgi0mU
참사랑병원- Cham sarang clinic,10.726337899999999,106.7121169,"Việt Nam, Hồ Chí Minh, Tân Hưng, Khu đô thị Phú Mỹ Hưng, Đ. Hà Huy Tập, 참사랑병원- Cham sarang clinic","Bệnh viện, Chuyên gia làm đẹp, Bác sĩ da liễu, Bác sĩ thực hành tại nhà, Bác sĩ nội khoa, Bác sĩ chuyên khoa tai mũi họng, Bác sĩ khoa nhi, Cơ sở chăm sóc da",4.5,https://www.google.com/maps/place/?q=place_id:ChIJx_BTwsIvdTERyWKhVNHgj_s
Bệnh viện thú y ASIA PET HOSPITAL - Quận 7 (24/7 Cấp Cứu & Phẫu Thuật),10.7281157,106.70597289999999,"Bệnh viện thú y ASIA PET HOSPITAL - Quận 7 (24/7 Cấp Cứu & Phẫu Thuật), Đường Nguyễn Văn Linh, Khu đô thị Phú Mỹ Hưng, Tân Hưng, Hồ Chí Minh, Việt Nam","Bệnh viện thú y, Dịch vụ cấp cứu thú y, Bác sĩ thú y",4.9,https://www.google.com/maps/place/?q=place_id:ChIJ21zPwzIvdTERfl_FJeaxun0
Bệnh viện Nhật,10.7424169,106.6964642,"Bệnh viện Nhật, 46 Số 10, Khu đô thị Him Lam, Tân Hưng, Hồ Chí Minh 700000, Việt Nam",Bệnh viện,4,https://www.google.com/maps/place/?q=place_id:ChIJBXyY-qEvdTERbEomowOyeKc
Diag Laboratories,10.7383486,106.7172854,"Diag Laboratories, 198 Nguyễn Thị Thập, Tân Thuận, Hồ Chí Minh 72914, Việt Nam",Trung tâm y tế,4.6,https://www.google.com/maps/place/?q=place_id:ChIJX9Cv8GkvdTER8LOF0sjzMo8
Animal Doctors International Hospital,10.7295246,106.7135009,"Animal Doctors International Hospital, 826 Đường Nguyễn Văn Linh, Khu đô thị Phú Mỹ Hưng, Tân Hưng, Hồ Chí Minh 700000, Việt Nam","Bác sĩ thú y, Bệnh viện thú y, Dịch vụ cấp cứu thú y, Dịch vụ chăm sóc thú nuôi, Dịch vụ trông thú cưng, Hiệu thuốc thú y",4.3,https://www.google.com/maps/place/?q=place_id:ChIJ6Y5HjuovdTERpNVH8NRrBFk
Japan Animal Hospital,10.742256,106.69657409999999,"Japan Animal Hospital, 46 Đường Số 10, P, Khu đô thị Him Lam, Tân Hưng, Hồ Chí Minh 700000, Việt Nam",Bệnh viện thú y,3.6,https://www.google.com/maps/place/?q=place_id:ChIJCfGl7qEvdTERM57RdPXxJ4k
Trạm Y Tế phường Phú Thuận,10.733447799999999,106.73429759999999,"Trạm Y Tế phường Phú Thuận, A53-54-55 KDC, Khu Dân Cư Tân Thuận Nam, Phú Thuận, Hồ Chí Minh, Việt Nam",Trung tâm y tế,3.6,https://www.google.com/maps/place/?q=place_id:ChIJD-c4unoldTERYicLyqnQE9E
Trạm Y Tế Phường Tân Thuận Tây,10.753333399999999,106.7198221,"Trạm Y Tế Phường Tân Thuận Tây, 139 Đ. Trần Xuân Soạn, Tân Thuận, Hồ Chí Minh, Việt Nam",Bệnh viện,3.8,https://www.google.com/maps/place/?q=place_id:ChIJrecig3MvdTERFmY8cLbIvP8
Sản phụ khoa Bs An - TỪ DŨ,10.738370999999999,106.71740179999999,"Sản phụ khoa Bs An - TỪ DŨ, 194 Nguyễn Thị Thập, Tân Thuận, Hồ Chí Minh, Việt Nam",Phòng khám,4.5,https://www.google.com/maps/place/?q=place_id:ChIJQ0emKNYldTERp95zngrpiWM
Trạm Y Tế Phường Bình Thuận quận 7,10.7436457,106.72935729999999,"Trạm Y Tế Phường Bình Thuận quận 7, 478 Huỳnh Tấn Phát, Tân Thuận, Hồ Chí Minh, Việt Nam",Trung tâm y tế,2.6,https://www.google.com/maps/place/?q=place_id:ChIJbTJiq3gldTERIxHqSoNQOwk
"Nha Khoa ODENT - Dental Clinic | Nha khoa uy tín quận 7 | Nha khoa Niềng răng, Veneer và Cấy ghép Implant",10.7389422,106.72134729999999,"Nha Khoa ODENT - Dental Clinic | Nha khoa uy tín quận 7 | Nha khoa Niềng răng, Veneer và Cấy ghép Implant, 352 Đường Nguyễn Văn Linh, Tân Thuận, Hồ Chí Minh, Việt Nam",Phòng khám nha khoa,4.8,https://www.google.com/maps/place/?q=place_id:ChIJT5LdXXQvdTERlmGgOcBohUk
Phòng Khám Da Liễu BS CKII Thùy Dung,10.7282551,106.7364037,"Phòng Khám Da Liễu BS CKII Thùy Dung, 92B27 Khu dân cư Savimex, khu phố 18, Phú Thuận, Hồ Chí Minh 70000, Việt Nam",Bác sĩ da liễu,4.7,https://www.google.com/maps/place/?q=place_id:ChIJ9VJ9MnIldTERaVCf4XslaFQ
Bệnh Viện Thú Y Kim Sơn - 283 Lê văn Lương Quận 7,10.7435136,106.7043221,"Bệnh Viện Thú Y Kim Sơn - 283 Lê văn Lương Quận 7, 283 Lê Văn Lương, Tân Hưng, Hồ Chí Minh 72900, Việt Nam",Bệnh viện thú y,4.3,https://www.google.com/maps/place/?q=place_id:ChIJieUkJ3IvdTERjnVT7KijOvY
Bác sĩ Gia Đình Quận 7 Bác sĩ Quỳnh,10.710801,106.7019023,"Bác sĩ Gia Đình Quận 7 Bác sĩ Quỳnh, 68 Lê Văn Lương, Nhà Bè, Hồ Chí Minh 700000, Việt Nam",Trung tâm y tế,5,https://www.google.com/maps/place/?q=place_id:ChIJw4f1apovdTER6zIK_OdKTns
Chidori Spa Quận 7,10.7473318,106.706614,"Chidori Spa Quận 7, 113 Phan Huy Thực, Tân Hưng, Hồ Chí Minh 70000, Việt Nam",Cơ sở chăm sóc da,4.7,https://www.google.com/maps/place/?q=place_id:ChIJ8-CuFAAvdTERdEmBLNwd9QE
Nàng spa relax quận7,10.7370267,106.7067311,"Nàng spa relax quận7, 02 Lô X, Đường số 40, Khu định cư Tân Quy Đông, Tân Hưng, Hồ Chí Minh 70000, Việt Nam",Cơ sở chăm sóc da,5,https://www.google.com/maps/place/?q=place_id:ChIJJf_teAAvdTERfbu3IxIErrY
Vita Clinic,10.7296017,106.7038812,"Vita Clinic, SC VivoCity, 1058 Đường Nguyễn Văn Linh, Tân Hưng, Hồ Chí Minh, Việt Nam",Phòng khám,4.9,https://www.google.com/maps/place/?q=place_id:ChIJqcXbGQAvdTER-wZfVVrkoQc
FASTHETIC101 - HCM Q7,10.7323154,106.7063577,"FASTHETIC101 - HCM Q7, Sky Garden 3, Khu đô thị Phú Mỹ Hưng, Tân Hưng, Hồ Chí Minh, Việt Nam","Cơ sở chăm sóc da, Phòng khám",4.6,https://www.google.com/maps/place/?q=place_id:ChIJ6XNLfQAvdTERGZlol0WlaGg
ROHTO AOHAL CLINIC - Nguyễn Thị Thập,10.740977899999999,106.6983851,"ROHTO AOHAL CLINIC - Nguyễn Thị Thập, 50 Nguyễn Thị Thập, Khu đô thị Him Lam, Tân Hưng, Hồ Chí Minh 700000, Việt Nam",Cơ sở chăm sóc da,5,https://www.google.com/maps/place/?q=place_id:ChIJS9du-LAvdTERWFuSdjGiIvg
Beauty Lab Skin & Health,10.743305999999999,106.7073054,"Beauty Lab Skin & Health, 60 Đường số 25A, Quận 7, Hồ Chí Minh, Việt Nam","Spa, Dịch vụ trồng tóc",4.9,https://www.google.com/maps/place/?q=place_id:ChIJaTFl2icvdTER_W0HAcFsprQ
Pure Aesthetics Clinic,10.7398039,106.69710339999999,"Pure Aesthetics Clinic, 50 Đ. Số 5, khu dân cư mới Him Lam, Tân Hưng, Hồ Chí Minh, Việt Nam",Thẩm mỹ viện,5,https://www.google.com/maps/place/?q=place_id:ChIJE2pw3XYvdTERMF_t1pSpmS8
Saigon Holistic Clinic D7,10.7262659,106.7109662,"Saigon Holistic Clinic D7, 39 Đ. Hà Huy Tập, Khu đô thị Phú Mỹ Hưng, Tân Hưng, Hồ Chí Minh 700000, Việt Nam","Người chữa bệnh bằng phương pháp nắn khớp xương, Phòng châm cứu, Bác sĩ trị liệu xoa bóp, Trung tâm phục hồi chức năng thể chất, Vật lý trị liệu, Phòng khám vật lý trị liệu, Trung tâm phục hồi chức năng, Nhân viên trị liệu mát-xa thể thao, Trung tâm chăm sóc sức khỏe",4.3,https://www.google.com/maps/place/?q=place_id:ChIJoYyyjUYvdTERIATmJE8e0vY
Chang Beauty & Spa | Massage Ấn Huyệt | Lấy Nhân Mụn | Gội Dưỡng Sinh Quận 7 | Spa Uy Tín Quận 7,10.736837,106.7080635,"Chang Beauty & Spa | Massage Ấn Huyệt | Lấy Nhân Mụn | Gội Dưỡng Sinh Quận 7 | Spa Uy Tín Quận 7, 13k1 Đường số 40, khu dân cư, Tân Hưng, Hồ Chí Minh, Việt Nam",Spa,4.9,https://www.google.com/maps/place/?q=place_id:ChIJdYpw_hovdTER6IcKLsm3sn4
Nha Khoa Bảo Việt,10.7302708,106.7322877,"Nha Khoa Bảo Việt, 909 Huỳnh Tấn Phát, Phú Thuận, Hồ Chí Minh, Việt Nam",Bệnh viện,4.9,https://www.google.com/maps/place/?q=place_id:ChIJ332qWwkpdTERJq_L57wptww
Trạm Y Tế Phường Phú Thuận,10.705512899999999,106.73767,"Trạm Y Tế Phường Phú Thuận, 1705 Huỳnh Tấn Phát, Tân Mỹ, Hồ Chí Minh, Việt Nam",Trung tâm y tế công cộng,3.3,https://www.google.com/maps/place/?q=place_id:ChIJP-nNeU4ldTER2QfF3mPiAZ8
Trung Tâm Y Khoa Diag - Huỳnh Tấn Phát,10.7154414,106.737061,"Trung Tâm Y Khoa Diag - Huỳnh Tấn Phát, Huỳnh Tấn Phát, KP4, Phú Thuận, Hồ Chí Minh 72907, Việt Nam",Trung tâm y tế,4.8,https://www.google.com/maps/place/?q=place_id:ChIJZ8k-3dUldTER_HPhondhHrg
Phòng Khám Thú Y 693,10.7366155,106.7307457,"Phòng Khám Thú Y 693, 693 Huỳnh Tấn Phát, Phú Thuận, Hồ Chí Minh, Việt Nam",Chăm sóc thú ý,4,https://www.google.com/maps/place/?q=place_id:ChIJjxpk63sldTERJiZwf0AH0EQ
Trung tâm tiêm chủng VNVC Quận 7,10.7194405,106.72779729999999,"Trung tâm tiêm chủng VNVC Quận 7, Khu A, Cửa hàng số 0.11A,0.15,0.17 Khu dân cư, đa hợp Nguyễn Lương Bằng, Khu đô thị mới Nam Thành Phố 89, Tân Mỹ, Hồ Chí Minh, Việt Nam",Trung tâm chăm sóc sức khỏe,4.1,https://www.google.com/maps/place/?q=place_id:ChIJKZ7UHLUvdTERn46dJyMSqik
Sửa khóa quận 7 - remote cửa cuốn - thẻ từ,10.7353463,106.73950909999999,"Sửa khóa quận 7 - remote cửa cuốn - thẻ từ, Chung Cư Jamona, Nhà M2 - 12b -23, 722 Đ. Đào Trí, Phú Thuận, Hồ Chí Minh 72907, Việt Nam",Dịch vụ sửa chữa,5,https://www.google.com/maps/place/?q=place_id:ChIJl7LD5zIldTER-AMDoQ_GO1o
Mắt Kính Sài Gòn Quận 7,10.7376492,106.7309978,"Mắt Kính Sài Gòn Quận 7, 1G Nguyễn Văn Quỳ, Phú Thuận, Hồ Chí Minh, Việt Nam",Trung tâm chăm sóc mắt,4.9,https://www.google.com/maps/place/?q=place_id:ChIJh-hH_qgldTERSqvu29uffAA
"DinoKinder - Trường Mầm Non Khủng Long Nhỏ Quận 7, TP. Hồ Chí Minh",10.7159693,106.73993569999999,"DinoKinder - Trường Mầm Non Khủng Long Nhỏ Quận 7, TP. Hồ Chí Minh, Block 1, Hoàng Quốc Việt/89 KDC La Casa, Phú Thuận, Hồ Chí Minh 72907, Việt Nam","Trường mầm non, Trường mẫu giáo, Trường học",4.2,https://www.google.com/maps/place/?q=place_id:ChIJH0bQhPYldTERkzCelJyjdC0
"Trung Tâm Vàng Bạc Đá Quý HanaGold - Quận 7, Thành phố Hồ Chí Minh",10.7217539,106.7428357,"Trung Tâm Vàng Bạc Đá Quý HanaGold - Quận 7, Thành phố Hồ Chí Minh, 04 Đ. Đào Trí, Phú Thuận, Hồ Chí Minh 70000, Việt Nam",Cửa hàng bán buôn trang sức,4.9,https://www.google.com/maps/place/?q=place_id:ChIJwcXKW0ktdTERC3Rzk1xeDI8
Hệ Thống Y Tế Mắt 315 - Huỳnh Tấn Phát - TP.HCM,10.736906699999999,106.7306562,"Hệ Thống Y Tế Mắt 315 - Huỳnh Tấn Phát - TP.HCM, 679-681 Huỳnh Tấn Phát, P, Phú Thuận, Hồ Chí Minh 70000, Việt Nam",Phòng khám,4.1,https://www.google.com/maps/place/?q=place_id:ChIJuRbhG3sldTER3I-_Ny95644
SỬA TIVI TẠI NHÀ PHÚ THUẬN TPHCM | TOUCHEE : Điện Tử MINH ANH chuyên sửa tivi tận nơi khách Nhanh Chóng - Uy Tín - Hài Lòng,10.7195468,106.7369179,"SỬA TIVI TẠI NHÀ PHÚ THUẬN TPHCM | TOUCHEE : Điện Tử MINH ANH chuyên sửa tivi tận nơi khách Nhanh Chóng - Uy Tín - Hài Lòng, 1251 Huỳnh Tấn Phát, Phú Thuận, Hồ Chí Minh 700000, Việt Nam",Kỹ sư điện tử,5,https://www.google.com/maps/place/?q=place_id:ChIJxZIScdUrdTERQyuTtJNQVrU
Siêu thị Điện máy XANH,10.7373037,106.7306863,"Siêu thị Điện máy XANH, 677 Huỳnh Tấn Phát, Phú Thuận, Hồ Chí Minh 70000, Việt Nam","Cửa hàng bán đồ điện tử, Cửa hàng phụ kiện điện thoại di động, Cửa hàng điện thoại di động, Cửa hàng đồ gia dụng, Cửa hàng máy lạnh, Cửa hàng",4.4,https://www.google.com/maps/place/?q=place_id:ChIJ3YtTlEQldTERGMc6_HSakn8
iShine Spa & Beauty Quận 7 | Chăm sóc da Nặn mụn - Triệt lông - Gội đầu dưỡng sinh,10.735347599999999,106.72604899999999,"iShine Spa & Beauty Quận 7 | Chăm sóc da Nặn mụn - Triệt lông - Gội đầu dưỡng sinh, 28 Đ. Số 1, KDC Cityland Riverside, Tân Mỹ, Hồ Chí Minh 72900, Việt Nam",Cơ sở chăm sóc da,4.9,https://www.google.com/maps/place/?q=place_id:ChIJD5Fh44MldTER6vySz7WmrMM
PHÒNG KHÁM CHUYÊN KHOA PHẪU THUẬT THẨM MỸ BÌNH PHƯƠNG,10.7467765,106.7045014,"PHÒNG KHÁM CHUYÊN KHOA PHẪU THUẬT THẨM MỸ BÌNH PHƯƠNG, 186 Lê Văn Lương, Tân Hưng, Hồ Chí Minh, Việt Nam","Thẩm mỹ viện, Bác sĩ phẫu thuật thẩm mỹ",4.8,https://www.google.com/maps/place/?q=place_id:ChIJXwzMwXUvdTERqaQ1qDjFNFo
Phòng Khám Chuyên Khoa Thẩm Mỹ Trúc Anh,10.740205699999999,106.6959397,"Phòng Khám Chuyên Khoa Thẩm Mỹ Trúc Anh, 66 Hoàng Trọng Mậu, Khu đô thị Him Lam, Tân Hưng, Hồ Chí Minh 72900, Việt Nam",Thẩm mỹ viện,5,https://www.google.com/maps/place/?q=place_id:ChIJB3dN2KMvdTERLI0p63u2mBY
Thẩm Mỹ Viện Seoul Center,10.7416895,106.69578849999999,"Thẩm Mỹ Viện Seoul Center, 46 Hoàng Trọng Mậu, Khu dân cư Him Lam, Tân Hưng, Hồ Chí Minh, Việt Nam",Thẩm mỹ viện,4.9,https://www.google.com/maps/place/?q=place_id:ChIJtZswNc8pdTERGLRzdq5tVhY
Nha Khoa Quận 7 - Ami Dental Clinic,10.750723899999999,106.7114615,"Nha Khoa Quận 7 - Ami Dental Clinic, 35/33b Bế Văn Cấm, Tân Hưng, Hồ Chí Minh 72911, Việt Nam",Phòng khám nha khoa,5,https://www.google.com/maps/place/?q=place_id:ChIJmSYlH_MrdTERQHv2fH3tkNk
Queen Spa,10.7275192,106.6964034,"Queen Spa, 14 Đường Số 4, Khu dân cư ven sông, Tân Hưng, Hồ Chí Minh, Việt Nam",Cơ sở chăm sóc da,5,https://www.google.com/maps/place/?q=place_id:ChIJU5b2kBEvdTERg9ksN2X5hBI
Vy Spa - Skin Care Center,10.7439479,106.69972369999999,"Vy Spa - Skin Care Center, G13 Đ. 3A, Tân Hưng, Hồ Chí Minh 700000, Việt Nam",Spa,4.4,https://www.google.com/maps/place/?q=place_id:ChIJszxJI6AvdTERTdzK62WpnfU
NATURE BEAUTY CLINIC,10.7407001,106.71412769999999,"NATURE BEAUTY CLINIC, 140 Đường số 53, P, Tân Hưng, Hồ Chí Minh 70000, Việt Nam",Spa,4.2,https://www.google.com/maps/place/?q=place_id:ChIJ90aFj4MvdTERLAZbudfvooU
Day Spa & Beauty,10.7394236,106.70483229999999,"Day Spa & Beauty, 2 Đ. 75, Tân Hưng, Hồ Chí Minh 700000, Việt Nam",Chuyên gia làm đẹp,4.4,https://www.google.com/maps/place/?q=place_id:ChIJE_Jf1gkvdTERm2F_qt4dqds
"66 Hoàng Trọng Mậu , P Tân Hưng , Q 7",10.740209199999999,106.6959397,"66 Hoàng Trọng Mậu , P Tân Hưng , Q 7, 66 Hoàng Trọng Mậu, Khu đô thị Him Lam, Tân Hưng, Hồ Chí Minh, Việt Nam",Thẩm mỹ viện,5,https://www.google.com/maps/place/?q=place_id:ChIJGdLxb8kvdTERiwqF4IoDJbI
Mr.Sử | Xét Nghiệm HIV 24/7 - BẢO MẬT - AN TOÀN,10.7509967,106.71352019999999,"Mr.Sử | Xét Nghiệm HIV 24/7 - BẢO MẬT - AN TOÀN, 253/70 Đ. Trần Xuân Soạn, Tân Hưng, Hồ Chí Minh 740000, Việt Nam","Nhân viên xét nghiệm y tế, Dịch vụ xét nghiệm máu, Dịch vụ chăm sóc y tế tại nhà, Nhà cung cấp thiết bị y tế, Dịch vụ sức khỏe tâm thần, Dịch vụ xét nghiệm bệnh lây truyền qua đường tình dục",5,https://www.google.com/maps/place/?q=place_id:ChIJlytG2_IvdTERUEwcS4v1njI
Rose Nail & Beauty,10.7463371,106.7080453,"Rose Nail & Beauty, 17 Số 11, Quận 7, Hồ Chí Minh 700000, Việt Nam",Tiệm chăm sóc móng,5,https://www.google.com/maps/place/?q=place_id:ChIJO5oQ1CEvdTER5VZmsDpyGsA
Phòng khám Sản Phụ Khoa Women Retreat,10.7479906,106.71333779999999,"Phòng khám Sản Phụ Khoa Women Retreat, Chung cư cao tầng Mỹ Phú, 60/68 Lâm Văn Bền, Tân Hưng, Hồ Chí Minh, Việt Nam",Phòng khám phụ khoa,5,https://www.google.com/maps/place/?q=place_id:ChIJC-IPoRAvdTERtCu4i99dk1Y
Coher Beauty,10.747980799999999,106.7065672,"Coher Beauty, 80 Số 3, Tân Hưng, Hồ Chí Minh 700000, Việt Nam",Cơ sở chăm sóc da,5,https://www.google.com/maps/place/?q=place_id:ChIJ3-40bAAvdTERIvvNL7OZt4g
The Soi Spa Company - Sol Spa,10.7408342,106.69945949999999,"The Soi Spa Company - Sol Spa, 16 Nguyễn Thị Thập, Khu đô thị Him Lam, Tân Hưng, Hồ Chí Minh, Việt Nam","Spa sức khỏe, Bác sĩ trị liệu xoa bóp",4.5,https://www.google.com/maps/place/?q=place_id:ChIJ20VVK54vdTERiBD1NVFF0hI
"Phòng Khám Thú Y Doctor Pet - 114 Lê Văn Lương, P. Tân Hưng, Quận 7",10.749091,106.7047666,"Phòng Khám Thú Y Doctor Pet - 114 Lê Văn Lương, P. Tân Hưng, Quận 7, 114 Lê Văn Lương, Tân Hưng, Hồ Chí Minh 700000, Việt Nam",Bệnh viện thú y,5,https://www.google.com/maps/place/?q=place_id:ChIJ4yt1uSIvdTERoYDzuLITfIY
Thảo Yuu Beauty & Spa,10.731252,106.7332977,"Thảo Yuu Beauty & Spa, 15 Đ. Phú Thuận, P, Phú Thuận, Hồ Chí Minh 70000, Việt Nam",Thẩm mỹ viện,5,https://www.google.com/maps/place/?q=place_id:ChIJ4_P_UjYldTERL2Ldym49S0U
Nha khoa Kim Cương 2,10.751040699999999,106.70523039999999,"Nha khoa Kim Cương 2, 35 Lê Văn Lương, Tân Hưng, Hồ Chí Minh 700000, Việt Nam",Phòng khám nha khoa,4.9,https://www.google.com/maps/place/?q=place_id:ChIJ605M-HMvdTER_QJjN63G1b0
Trạm Y Tế Phường Tân Phú Quận 7,10.7357511,106.7195122,"Trạm Y Tế Phường Tân Phú Quận 7, 1 Đ. số 9, Tân Mỹ, Hồ Chí Minh, Việt Nam",Trung tâm y tế,3.4,https://www.google.com/maps/place/?q=place_id:ChIJg5gAW4YvdTERbSKWXbFbYTg
"Trạm Y tế Phường Tân Quy, Quận 7",10.7451268,106.7034193,"PPW3+393 Trạm Y tế Phường Tân Quy, Quận 7, Đường Số 15, Tân Hưng, Hồ Chí Minh, Việt Nam",Trung tâm y tế,5,https://www.google.com/maps/place/?q=place_id:ChIJRRyyIQAvdTERar6NPqpeJf4
