Name,Latitude,Longitude,Address,Ward,Rating,Google Maps URL
Ú Cà Phê Kokeshi | Coffee vintage quận 7 | Cafe vintage Lâm Văn Bền,10.741525399999999,106.71706669999999,"Ú Cà Phê Kokeshi | Coffee vintage quận 7 | Cafe vintage Lâm Văn Bền, 15 Số 49, Tân Thuận, Hồ Chí Minh, Việt Nam",Tân Thuận Đông,4.3,https://www.google.com/maps/place/?q=place_id:ChIJ1ZRN61kvdTERov_EdXdXFps
GUTA CAFE - TTC Quận 7,10.7537034,106.7313858,"GUTA CAFE - TTC Quận 7, Tân Thuận, Hồ Chí Minh 70000, Việt Nam",Tân Thuận Đông,4.7,https://www.google.com/maps/place/?q=place_id:ChIJuZtDCgAldTERSD9lGsbov3Y
"69 Trần trọng Cung, Tân Thuận Đông, quận 7, HCM",10.7438997,106.7322957,"69 Trần trọng Cung, Tân Thuận Đông, quận 7, HCM, 69 Trần Trọng Cung, Tân Thuận, Hồ Chí Minh 70000, Việt Nam",Tân Thuận Đông,5,https://www.google.com/maps/place/?q=place_id:ChIJYw0ojfsldTERp68_hdRO9Qs
CÀ PHÊ PHI LONG QUẬN 7,10.744099,106.72960859999999,"CÀ PHÊ PHI LONG QUẬN 7, 517 Huỳnh Tấn Phát, Tân Thuận, Hồ Chí Minh, Việt Nam",Tân Thuận Đông,4.2,https://www.google.com/maps/place/?q=place_id:ChIJuTizovwldTERxb8TT6KZFFw
"Cà phê ChangGi Số 2 trần trọng cung, p tân thuận đông q7",10.743613,106.7302466,"Cà phê ChangGi Số 2 trần trọng cung, p tân thuận đông q7, 2 Trần Trọng Cung, Street, Tân Thuận, Hồ Chí Minh, Việt Nam",Tân Thuận Đông,5,https://www.google.com/maps/place/?q=place_id:ChIJ3zv5GgAldTERxcE4FIqd1wI
GEM COFFEE Q7,10.7385535,106.7300819,"GEM COFFEE Q7, 530 Huỳnh Tấn Phát, Tân Thuận, Hồ Chí Minh 700000, Việt Nam",Tân Thuận Đông,4.4,https://www.google.com/maps/place/?q=place_id:ChIJ3R2U_7wldTERMhGPbsfc5lU
Lekofe - Chi nhánh quận 7,10.7369313,106.7310809,"Lekofe - Chi nhánh quận 7, C1 Nguyễn Văn Quỳ, KP1, Phú Thuận, Hồ Chí Minh, Việt Nam",Tân Thuận Đông,4.2,https://www.google.com/maps/place/?q=place_id:ChIJTQVpU_0ldTERJDvQk42jnZU
"Caffe NÂU ĐÁ Phú Thuận, Quận 7",10.7315423,106.73555429999999,"Caffe NÂU ĐÁ Phú Thuận, Quận 7, Đ. Phú Thuận, Phú Thuận, Hồ Chí Minh, Việt Nam",Tân Thuận Đông,4.5,https://www.google.com/maps/place/?q=place_id:ChIJneBoy3UldTER43m_bfrqp34
Phố Coffee,10.738052699999999,106.73080399999999,"Phố Coffee, 3 Nguyễn Văn Quỳ, Tân Thuận Đông, Quận 7 Tân Thuận Đông Quận 7 Hồ Chí Minh, Tân Thuận, Hồ Chí Minh, Việt Nam",Tân Thuận Đông,3.8,https://www.google.com/maps/place/?q=place_id:ChIJ49GywnsldTERclx51lrUuXo
Cà phê võng Mỹ Thuận quận 7,10.7424552,106.7357933,"Cà phê võng Mỹ Thuận quận 7, 123 Nguyễn Văn Quỳ, Tân Thuận, Hồ Chí Minh 700000, Việt Nam",Tân Thuận Đông,5,https://www.google.com/maps/place/?q=place_id:ChIJQztMoCkldTER0hqxWjDgkcU
Good Karma coffee,10.7505808,106.72510899999999,"Good Karma coffee, 308 đường D4, Khu cư dân Ecogreen, Quận 7, Hồ Chí Minh 700000, Việt Nam",Tân Thuận Tây,5,https://www.google.com/maps/place/?q=place_id:ChIJM1l1EAAldTERGb_2vt1oqWo
Cà Phê Thủy Tiên,10.751194,106.7284143,"Cà Phê Thủy Tiên, Huỳnh Tấn Phát/308 Tân Thuận Tây, Tân Thuận, Hồ Chí Minh 700000, Việt Nam",Tân Thuận Tây,3.7,https://www.google.com/maps/place/?q=place_id:ChIJQab1kIYldTERvhwTAHA9tX4
Cafe Bon Sai,10.749315399999999,106.7259878,"PPXG+P9H Cafe Bon Sai, Đ. N1 Tân Thuận Tây, Tân Thuận, Hồ Chí Minh, Việt Nam",Tân Thuận Tây,4.1,https://www.google.com/maps/place/?q=place_id:ChIJs3R01IAldTERpN3L972m-10
Cafe Forest,10.731626499999999,106.7060479,"Cafe Forest Sky Garden 2, 1016/36, lô/2 Đ. Phạm Văn Nghị, Tân Hưng, Hồ Chí Minh, Việt Nam",Tân Thuận Tây,4.6,https://www.google.com/maps/place/?q=place_id:ChIJ6cL6ZtkvdTERFI5pV9DaJjQ
Quán Cà Phê - Từ Tây Nguyên,10.7308471,106.73305839999999,"Quán Cà Phê - Từ Tây Nguyên, 22 Đ. Phú Thuận, Phú Thuận, Hồ Chí Minh, Việt Nam",Tân Thuận Tây,4.9,https://www.google.com/maps/place/?q=place_id:ChIJm-w9IfAldTERjOh8aofZVbw
Cà Phê Chất - Hoàn Cầu,10.7495333,106.72593289999999,"Cà Phê Chất - Hoàn Cầu, 42D7 Tân Thuận Tây, Tân Thuận, Hồ Chí Minh 60000, Việt Nam",Tân Thuận Tây,3.7,https://www.google.com/maps/place/?q=place_id:ChIJJe4X1YAldTERL4vrQMoeBhU
ECO 68 COFFEE,10.7493801,106.72616119999999,"ECO 68 COFFEE, 39 Tân Thuận Tây, Tân Thuận, Hồ Chí Minh 070021, Việt Nam",Tân Thuận Tây,,https://www.google.com/maps/place/?q=place_id:ChIJ306cWbgldTERqdm-NmueaeI
Xanh Coffee Him Lam,10.741053299999999,106.6987941,"Xanh Coffee Him Lam, 46 Nguyễn Thị Thập, P. Phú Thuận, Tân Hưng, Hồ Chí Minh, Việt Nam",Bình Thuận,3.2,https://www.google.com/maps/place/?q=place_id:ChIJO-8P_-gvdTERsiHMsKdUi3k
Highlands Coffee,10.7356873,106.7308405,"Highlands Coffee, 721 Huỳnh Tấn Phát, Phú Thuận, Hồ Chí Minh, Việt Nam",Bình Thuận,4,https://www.google.com/maps/place/?q=place_id:ChIJzb3VcrYldTERQ6DhkrS3hLY
Trung Nguyên Legend Café,10.743869199999999,106.6980603,"Trung Nguyên Legend Café, F1 Đ. 3A, Khu đô thị Him Lam, Tân Hưng, Hồ Chí Minh 70000, Việt Nam",Bình Thuận,3.9,https://www.google.com/maps/place/?q=place_id:ChIJh57qRRovdTER0CEP7qeEneI
Mây Farm Quận 7,10.70772,106.74046919999999,"Mây Farm Quận 7, 77/50/9 Đường Chuyên Dùng Chính, Phú Thuận, Hồ Chí Minh 700000, Việt Nam",Tân Phú,4.5,https://www.google.com/maps/place/?q=place_id:ChIJG55wriwldTERVnFo-vsbA1s
NAVIDO Specialty Coffee - Nam Quang 1,10.7236683,106.7094041,"NAVIDO Specialty Coffee - Nam Quang 1, 23 Khu Phố Nam Quang 1, Khu đô thị Phú Mỹ Hưng, Tân Hưng, Hồ Chí Minh, Việt Nam",Tân Phú,4.6,https://www.google.com/maps/place/?q=place_id:ChIJ1Yz8oo4vdTERMWCYIjp75Mc
SIGNATURE By The Coffee House,10.7295194,106.71883489999999,"SIGNATURE By The Coffee House, 101 Đ. Tôn Dật Tiên, Khu đô thị Phú Mỹ Hưng, Tân Mỹ, Hồ Chí Minh, Việt Nam",Tân Phú,4.4,https://www.google.com/maps/place/?q=place_id:ChIJoSe8xkMvdTERRKC9H2gpQc8
Hochi Cafe,10.7243937,106.7277273,"Hochi Cafe, 43 Đ. Số 15, Khu đô thị Phú Mỹ Hưng, Tân Mỹ, Hồ Chí Minh, Việt Nam",Phú Mỹ,4.6,https://www.google.com/maps/place/?q=place_id:ChIJk8qFZOUldTERcbwPHDZK9n4
Q7 Coffee & Tea,10.7160677,106.7395085,"Q7 Coffee & Tea, E5 Khu Dân Cư Vạn Phát Hưng, P, Phú Thuận, Hồ Chí Minh, Việt Nam",Phú Mỹ,4.2,https://www.google.com/maps/place/?q=place_id:ChIJq90-ZQYldTERLbNtRJcD6Do
HOTTO Coffee & Hotteok,10.7360727,106.7177888,"HOTTO Coffee & Hotteok, 94 Đ. số 9, Quận 7, Hồ Chí Minh, Việt Nam",Phú Mỹ,4.7,https://www.google.com/maps/place/?q=place_id:ChIJPZkVPwAvdTERmGDD1qyKU3k
WALYA COFFEE Phú Mỹ,10.7133723,106.73174739999999,"WALYA COFFEE Phú Mỹ, Đường Hoàng Quốc Việt, Tân Mỹ, Hồ Chí Minh 700000, Việt Nam",Phú Mỹ,4.6,https://www.google.com/maps/place/?q=place_id:ChIJY56GlH4ldTER3YYXOZswgrE
Ravie Café Boutique,10.7218836,106.713357,"Ravie Café Boutique, 189-191 Ton Dat Tien, Panorama, Phu My Hung, Tân Hưng, Hồ Chí Minh 700000, Việt Nam",Phú Mỹ,4.8,https://www.google.com/maps/place/?q=place_id:ChIJJwS_THQvdTERdx9J3exI1m8
Laluna Cafe & Brunch - Midtown,10.721948699999999,106.7281527,"Laluna Cafe & Brunch - Midtown, 27 Đường Số 17, Khu đô thị Phú Mỹ Hưng, Tân Mỹ, Hồ Chí Minh, Việt Nam",Phú Mỹ,4.9,https://www.google.com/maps/place/?q=place_id:ChIJQbSCVgAldTER-acOuPC8JPs
The Cup- American Food & Desserts (formerly Master’s Cup),10.7261892,106.7108638,"The Cup- American Food & Desserts (formerly Master’s Cup), 43 Đ. Hà Huy Tập, Khu đô thị Phú Mỹ Hưng, Tân Hưng, Hồ Chí Minh, Việt Nam",Phú Mỹ,4.6,https://www.google.com/maps/place/?q=place_id:ChIJeX1s4_IvdTERKZRLuMufrUQ
Nguyên Garden Coffee & Tea,10.7273838,106.7342597,"Nguyên Garden Coffee & Tea, 30/8, Huỳnh Tấn Phát, P, Phú Thuận, Hồ Chí Minh, Việt Nam",Phú Thuận,4.7,https://www.google.com/maps/place/?q=place_id:ChIJ-Z5OMAAldTEREKlWqYUg-yw
The Sis Cafe,10.7373572,106.73116879999999,"The Sis Cafe, 1F Nguyễn Văn Quỳ, Phú Thuận, Hồ Chí Minh 70000, Việt Nam",Phú Thuận,4.3,https://www.google.com/maps/place/?q=place_id:ChIJq284I84ldTERfqMBNSxIgus
Luna Coffee,10.7318026,106.7379077,"Luna Coffee, 36 Đ. Phú Thuận, Khu Biệt thự Tấn Trường, Phú Thuận, Hồ Chí Minh 700000, Việt Nam",Phú Thuận,4.9,https://www.google.com/maps/place/?q=place_id:ChIJjX6ee8QldTERtt2t06Nk3Bg
Milk Coffee,10.727791,106.7331782,"Milk Coffee, 983 Huỳnh Tấn Phát, P, Phú Thuận, Hồ Chí Minh, Việt Nam",Phú Thuận,4.9,https://www.google.com/maps/place/?q=place_id:ChIJddhcHQA7dTERaFZrnEk809g
Neko Crème,10.722295599999999,106.7415534,"Neko Crème, Saigon Riverside Complex, Block C1 - Chung cư, 04 Đ. Đào Trí, Phú Thuận, Hồ Chí Minh 70000, Việt Nam",Phú Thuận,4.8,https://www.google.com/maps/place/?q=place_id:ChIJacqqN8QldTERRopfgtJydSU
Đèn Bầu Coffee,10.7307495,106.7315443,"Đèn Bầu Coffee, 2 Đ. Phú Thuận, Tân Mỹ, Hồ Chí Minh, Việt Nam",Phú Thuận,4.4,https://www.google.com/maps/place/?q=place_id:ChIJi7eP8GQldTERjQ9gVo7IREc
Tiệm cà phê Nhỏ Xíu,10.7354123,106.7324608,"Tiệm cà phê Nhỏ Xíu, 749/37 Huỳnh Tấn Phát, Phú Thuận, Hồ Chí Minh, Việt Nam",Phú Thuận,4.3,https://www.google.com/maps/place/?q=place_id:ChIJFbzp35cldTERvaKZK_HY8mE
Trung Nguyên E-Coffee (Lê Thị Chợ),10.716185399999999,106.7395679,"Trung Nguyên E-Coffee (Lê Thị Chợ), 74 KP4 Đ. Lê Thị Chợ, Phú Thuận, Hồ Chí Minh, Việt Nam",Phú Thuận,4.3,https://www.google.com/maps/place/?q=place_id:ChIJvYVoroAldTERspWv5yYwD64
BTWO Coffee & Tea,10.7161755,106.7370674,"BTWO Coffee & Tea, 1353 Huỳnh Tấn Phát, Phú Thuận, Hồ Chí Minh, Việt Nam",Phú Thuận,4.8,https://www.google.com/maps/place/?q=place_id:ChIJpTJZI4cldTEROKBN5ajtdBk
WALYA COFFEE CC SKYLINE,10.715693199999999,106.74122679999999,"WALYA COFFEE CC SKYLINE, 48 Đ. Lê Thị Chợ, Phú Thuận, Hồ Chí Minh 75000, Việt Nam",Phú Thuận,4.7,https://www.google.com/maps/place/?q=place_id:ChIJv75bu78ldTERjvClxfxAyvs
Express Cafe,10.723116899999999,106.73557509999999,"Express Cafe, 1159 Huỳnh Tấn Phát, Phú Thuận, Hồ Chí Minh, Việt Nam",Phú Thuận,5,https://www.google.com/maps/place/?q=place_id:ChIJeSKEBk8ldTERMCFqMgZ3DbM
CHANG Cafe,10.731721199999999,106.7350843,"CHANG Cafe, C1 Đường Cao Thị Chính, Phú Thuận, Hồ Chí Minh, Việt Nam",Phú Thuận,4.4,https://www.google.com/maps/place/?q=place_id:ChIJ-6F2ud0ldTERIq-9M5uWY6k
Caffè BEATO - Phú Thuận,10.7314625,106.73447039999999,"Caffè BEATO - Phú Thuận, 33 Đ. Phú Thuận, Phú Thuận, Hồ Chí Minh, Việt Nam",Phú Thuận,4,https://www.google.com/maps/place/?q=place_id:ChIJGUP_yG8ldTERZ6oMjWF1a9Y
Sinva Coffee,10.7358019,106.7328419,"Sinva Coffee, 51 Phạm Thị Ba, Phú Thuận, Hồ Chí Minh, Việt Nam",Phú Thuận,5,https://www.google.com/maps/place/?q=place_id:ChIJ_WyWQgAldTERLDDVVUwAhao
My House Coffee,10.7384223,106.7350118,"My House Coffee, 160/Lo C/01 Nguyễn Văn Quỳ, KDC Bộ công an, Phú Thuận, Hồ Chí Minh 70000, Việt Nam",Phú Thuận,4.3,https://www.google.com/maps/place/?q=place_id:ChIJLeIfgukldTERrqAXU02_z6o
The Cil Coffee,10.724052799999999,106.7350331,"The Cil Coffee, 1127 Huỳnh Tấn Phát, Phú Thuận, Hồ Chí Minh, Việt Nam",Phú Thuận,5,https://www.google.com/maps/place/?q=place_id:ChIJ3-0epF4ldTERgjLBjLMIP7I
NGUỒN CÀ PHÊ,10.7341067,106.7310177,"NGUỒN CÀ PHÊ, 771 Huỳnh Tấn Phát, Phú Thuận, Hồ Chí Minh 70000, Việt Nam",Phú Thuận,4.4,https://www.google.com/maps/place/?q=place_id:ChIJy7mIJ9IldTERx_Ztvvo4E0Q
74 lê thị chợ phường phú thuận quận 7,10.716211099999999,106.73953809999999,"74 lê thị chợ phường phú thuận quận 7, 74 Đ. Lê Thị Chợ, Phú Thuận, Hồ Chí Minh, Việt Nam",Phú Thuận,4.7,https://www.google.com/maps/place/?q=place_id:ChIJg2o2ewAldTERWI5WYdzqtQg
Cafe Nắng Gió,10.732237699999999,106.7379983,"PPJQ+V5X Cafe Nắng Gió, Đường Số 4 Khu Dân Cư Tân Trường, Khu Biệt thự Tấn Trường, Phú Thuận, Hồ Chí Minh, Việt Nam",Phú Thuận,4,https://www.google.com/maps/place/?q=place_id:ChIJKY3Y028ldTERsCd1r7wDQMA
Cafe ông Nhị,10.7310919,106.7348883,"Cafe ông Nhị, E43 Đường Cao Thị Chính, Phú Thuận, Hồ Chí Minh, Việt Nam",Phú Thuận,4.8,https://www.google.com/maps/place/?q=place_id:ChIJQwqezk8ldTERXuHkoF1RznM
Coffee InLove,10.731568699999999,106.7375076,"Coffee InLove, 35 Đ. Phú Thuận, Khu Biệt thự Tấn Trường, Phú Thuận, Hồ Chí Minh, Việt Nam",Phú Thuận,4.1,https://www.google.com/maps/place/?q=place_id:ChIJn811iYQldTERcF58ZCucSz0
Cafe Vườn Trúc,10.716393499999999,106.73970969999999,"PP8Q+HV4 Cafe Vườn Trúc, Phú Thuận, Hồ Chí Minh, Việt Nam",Phú Thuận,4.4,https://www.google.com/maps/place/?q=place_id:ChIJAYX482cldTERHPT4nrmxZno
Vietnam Car Care Coffee Shop,10.7315677,106.73902199999999,"Vietnam Car Care Coffee Shop, 1a Đ. Phú Thuận, Phú Thuận, Hồ Chí Minh 70000, Việt Nam",Phú Thuận,5,https://www.google.com/maps/place/?q=place_id:ChIJMbZHn98ldTERn8IcCYB5rl0
Đợi Chút - Tea & Coffee,10.7289145,106.73394959999999,"Đợi Chút - Tea & Coffee, 38 Gò Ô Môi, Phú Thuận, Hồ Chí Minh, Việt Nam",Phú Thuận,5,https://www.google.com/maps/place/?q=place_id:ChIJt16vSzkldTERzTFjsTw8UvI
B&B Coffee,10.7427117,106.74063179999999,"B&B Coffee, 344 Nguyễn Văn Quỳ, Phú Thuận, Hồ Chí Minh 700000, Việt Nam",Phú Thuận,4.7,https://www.google.com/maps/place/?q=place_id:ChIJ-0LKJrQldTERyOlOh_ySR3U
T.A cà phê,10.7313505,106.73642679999999,"PPJP+GHV T.A cà phê, Đ. Phú Thuận, Phú Thuận, Hồ Chí Minh, Việt Nam",Phú Thuận,4.4,https://www.google.com/maps/place/?q=place_id:ChIJHyuhBqcldTEREmbBR3o0ECk
Cafe Phố Nhỏ,10.739416499999999,106.73757789999999,"PPQQ+Q28 Cafe Phố Nhỏ, Phú Thuận, Hồ Chí Minh, Việt Nam",Phú Thuận,4,https://www.google.com/maps/place/?q=place_id:ChIJuxefIncldTERINsJ_92bF4U
B coffee,10.7318404,106.7317625,"B coffee, 853 Huỳnh Tấn Phát, Phú Thuận, Hồ Chí Minh, Việt Nam",Phú Thuận,5,https://www.google.com/maps/place/?q=place_id:ChIJ-XBDObcldTER79MNpORAD0s
